Date,Effective_Running_Time,General_Running_Time,Waste_Packages,Good_Packages,Nominal_Speed,Actual_Speed,Ancillary_Time,Internal_owntime,External_Downtime
2022-01-20,7.164916560792168,9.568976180398929,131.0,920.0,1172.0,1075.0,1.4971823539029505,0.38590131057757837,0.2684330753300762
2022-01-21,8.447411578889518,9.749899688094917,139.0,903.0,1058.0,887.0,1.0590592849466023,0.12738018102640672,0.15932249643141863
2022-01-22,6.557975442608168,11.616634777974994,137.0,984.0,1182.0,941.0,0.8211621526359535,0.2670667983267979,0.1154375060452936
2022-01-23,7.168578594140873,9.393021868093202,64.0,899.0,1151.0,1067.0,0.7201113259047531,0.14654339406579836,0.13397741464381147
2022-01-24,7.465447373174767,10.055957956639244,182.0,998.0,1161.0,1012.0,0.8505205342861618,0.34511833421460414,0.12538888275099452
2022-01-25,7.824279936868144,11.134612050964572,90.0,970.0,1004.0,819.0,0.8725332737595508,0.4753928632856619,0.12465675585978937
2022-01-26,9.140703845572055,9.58617112928508,69.0,842.0,1193.0,844.0,0.568713677723961,0.36471109298865545,0.2037123377331468
2022-01-27,6.7986951286334385,10.488346800911494,183.0,986.0,1145.0,802.0,0.8695741994267732,0.13072121932576863,0.14916948849868006
2022-01-28,8.056937753654447,11.44945483498698,193.0,823.0,1061.0,989.0,0.9642385197392249,0.24186648199403316,0.1716279433058289
2022-01-29,8.36965827544817,11.798082494630568,179.0,963.0,1166.0,934.0,1.2227377522388045,0.32026535177634063,0.29790106667686445
2022-01-30,6.185801650879991,8.58829392371615,171.0,876.0,1056.0,840.0,1.156729484721608,0.2612831024533009,0.23686284978506894
2022-01-31,8.430179407605753,11.706350500645978,148.0,976.0,1175.0,1087.0,1.2087656552291541,0.43345760419006896,0.28979613340940025
2022-02-01,6.682096494749166,9.968465172318153,133.0,974.0,1023.0,959.0,0.5083636818768571,0.42586840188399566,0.1285113110066231
2022-02-02,6.260206371941118,9.032977553195833,63.0,961.0,1141.0,873.0,0.717667399580536,0.3447324080412886,0.17642789496651384
2022-02-03,9.795542149013333,9.836543024953045,111.0,958.0,1108.0,950.0,1.1616842883998566,0.2493831780530821,0.21094636065647085
2022-02-04,9.862528132298237,11.920130301141908,106.0,861.0,1019.0,1004.0,0.9839893681797471,0.20213454950529766,0.1153516123777476
2022-02-05,9.233589392465845,9.970472375971479,89.0,816.0,1048.0,823.0,0.505313475668346,0.14234972728525175,0.10083748872559158
2022-02-06,7.218455076693482,9.315006441150032,159.0,881.0,1002.0,882.0,1.3044946424318224,0.24195907339462164,0.2340868667593835
2022-02-07,6.3906884560255355,10.533603417266903,124.0,835.0,1094.0,1042.0,1.2728095732903375,0.26526900688308785,0.22836390336028706
2022-02-08,8.736932106048627,8.960582475112773,62.0,939.0,1060.0,938.0,1.0484191629935626,0.37032917004162946,0.18215776199992234
2022-02-09,7.760609974958405,8.303453312434655,83.0,869.0,1120.0,964.0,0.5664633257762721,0.36326392971902943,0.19792881520640654
2022-02-10,6.488152939379115,8.515518887642596,152.0,995.0,1059.0,930.0,1.2665150495325848,0.12804325585650278,0.18308860011841793
2022-02-11,7.980707640445081,8.51218335583109,61.0,928.0,1060.0,813.0,1.083713587731364,0.25810372617246313,0.10480100896897777
2022-02-12,6.137554084460874,8.607610774049178,178.0,964.0,1149.0,850.0,1.281959977157959,0.1727115468869448,0.16707432124349247
2022-02-13,8.555308690597641,8.555308690597641,124.0,827.0,1010.0,934.0,1.2517469923958404,0.16272508212672226,0.13541645107945796
2022-02-14,7.035119926400068,10.56349897921286,122.0,972.0,1181.0,863.0,1.3030020719578372,0.43092085989489837,0.11968483782027375
2022-02-15,8.650089137415929,8.72752033759658,139.0,985.0,1170.0,815.0,1.018008066404625,0.11676608668650301,0.29134408677786994
2022-02-16,7.246844304357644,9.382669133295453,174.0,897.0,1134.0,1053.0,0.640324518193515,0.26767315036084854,0.2198719450084331
2022-02-17,8.080272084711243,11.587153639624047,102.0,921.0,1119.0,1094.0,1.1711574733796888,0.1672814623066073,0.24573125684732053
2022-02-18,8.186841117373119,9.895846561051489,152.0,953.0,1178.0,1038.0,1.1204737850519706,0.4517320862713896,0.1630727486532235
2022-02-19,6.739417822102109,10.670230954084108,135.0,835.0,1037.0,1037.0,1.2422531871990872,0.3228162053100141,0.17862942589880304
2022-02-20,8.68927948480652,8.68927948480652,90.0,901.0,1016.0,873.0,0.6698810060507353,0.1925522545507392,0.14738479877934468
2022-02-21,8.769156075234683,8.769156075234683,182.0,880.0,1048.0,1048.0,0.6949751999002892,0.3009709148665506,0.11939313419308495
2022-02-22,8.163474465065915,8.163474465065915,170.0,829.0,1159.0,859.0,1.3904095172193285,0.39259454388124637,0.13580632748831675
2022-02-23,8.675740252288659,8.675740252288659,149.0,874.0,1007.0,1007.0,1.2499777984520708,0.4832472035677735,0.2595028090592971
2022-02-24,8.39159991524434,9.114361356127834,178.0,814.0,1117.0,1098.0,1.408228488700323,0.18817840169816757,0.23550916103675515
2022-02-25,8.708041937106987,8.708041937106987,180.0,805.0,1199.0,1014.0,1.2587153211639208,0.45447270885173807,0.2093857751970954
2022-02-26,6.353970008207678,8.354810135028222,156.0,827.0,1171.0,1094.0,1.0971553059903019,0.47372164566699615,0.19501797457335363
2022-02-27,6.783931449676581,8.482543484402402,176.0,993.0,1104.0,971.0,1.1541327370278736,0.46656821781282654,0.28448685673122487
2022-02-28,6.180909155642152,9.843115072130903,155.0,910.0,1013.0,878.0,1.38912792394001,0.354165742744764,0.11454698955573368
2022-03-01,7.301321323053058,8.82533487362317,152.0,993.0,1166.0,931.0,1.0788067545119406,0.35192826177388314,0.1561201626475832
2022-03-02,7.5547091587579285,9.457079444192303,143.0,886.0,1120.0,978.0,1.1323913243283874,0.2612842532735291,0.1699875707141428
2022-03-03,7.085396127095583,10.013669083419428,163.0,862.0,1023.0,822.0,0.6564767160036006,0.4009591529215152,0.2564851624425576
2022-03-04,9.314950036607717,10.761579314517462,74.0,901.0,1019.0,987.0,0.9739212201161027,0.3125176073403728,0.29850292403239426
2022-03-05,7.427013306774358,8.157248559364396,182.0,888.0,1182.0,1094.0,1.216397111958099,0.3709752284913178,0.14813410295143062
2022-03-06,7.123738038749523,11.19764159563617,181.0,821.0,1134.0,857.0,0.7709426983163654,0.2713831615395182,0.2748614668274161
2022-03-07,8.170784332632994,10.511601557963631,54.0,928.0,1166.0,1038.0,0.7022541805245349,0.3925985856172557,0.2661245520863582
2022-03-08,6.563696899899051,8.327036127795488,174.0,843.0,1176.0,1072.0,0.8138268082244156,0.42978860704181965,0.14493147952835334
2022-03-09,9.208787923016159,11.494314496427108,69.0,924.0,1114.0,1083.0,0.7415006279928334,0.15857450264112646,0.17986651603984452
2022-03-10,6.298202574719083,11.683489602127253,100.0,930.0,1103.0,1088.0,0.7149126370363958,0.43317188622969127,0.1819345738585038
2022-03-11,8.244311839419455,8.244311839419455,162.0,830.0,1086.0,956.0,0.9248508428680869,0.3161186127161229,0.2956441337053116
2022-03-12,9.088979077186629,9.107510592588815,74.0,812.0,1063.0,1063.0,1.407838513883534,0.4378663636360898,0.13617838027577966
2022-03-13,6.79486272613669,11.224805119172245,173.0,956.0,1087.0,1027.0,1.0070596467387183,0.2725206825364058,0.25983159422095636
2022-03-14,6.02208846849441,10.993038761534633,175.0,892.0,1155.0,849.0,0.687920380815323,0.251616194153214,0.166838542834622
2022-03-15,8.738084077425508,8.738084077425508,126.0,812.0,1120.0,943.0,0.5769716693808741,0.46602429300688897,0.24617406915523207
2022-03-16,8.82742937539047,8.837397293346841,51.0,999.0,1179.0,1015.0,1.1961561451379252,0.20046770701936054,0.18400220085913255
2022-03-17,8.91602867216395,9.481888411165528,93.0,812.0,1089.0,874.0,0.8827987644363878,0.4376849301144573,0.21567195262330802
2022-03-18,9.085081386743783,9.938091940764085,143.0,939.0,1121.0,992.0,1.3218309465853593,0.29360822900376166,0.2665223546652262
2022-03-19,6.296178606936362,10.473019086121184,197.0,997.0,1126.0,1000.0,1.1595107686407702,0.3056381770205039,0.2608331129967768
2022-03-20,7.433862914177091,9.47565455827909,145.0,848.0,1118.0,849.0,1.2962414505413684,0.2233873125957936,0.27328463670794
2022-03-21,6.463476238100519,9.850138864532592,89.0,828.0,1141.0,970.0,0.7719460394184487,0.3292168802476063,0.1119234650689318
2022-03-22,9.452413703502375,10.989883752535025,145.0,824.0,1047.0,1031.0,1.1923589224610582,0.23008447851048452,0.23841011060794895
2022-03-23,8.14673281156239,8.14673281156239,131.0,861.0,1102.0,950.0,0.7640619846937188,0.11570776569666093,0.12799747534435257
2022-03-24,7.323592099410597,9.009747777376083,167.0,820.0,1021.0,804.0,1.4390684794502917,0.20879944213774243,0.1831637136036822
2022-03-25,6.254233401144095,10.85339834353821,66.0,938.0,1077.0,803.0,1.1363742815333744,0.10255161736263628,0.20971768301093768
2022-03-26,7.243929286862649,11.580827350748798,164.0,812.0,1098.0,907.0,0.8245118001753421,0.4913419148227427,0.18054789694936615
2022-03-27,7.300733288106988,10.046709768462664,131.0,902.0,1130.0,1078.0,0.7695118622922726,0.486298883927899,0.2039223351606015
2022-03-28,8.918424713352255,10.128453941061263,194.0,999.0,1190.0,869.0,0.6909265850716435,0.25806211898892206,0.29930526175972383
2022-03-29,8.428688045359104,8.428688045359104,101.0,963.0,1120.0,990.0,1.1946409588937277,0.3913483417358584,0.12704346274257095
2022-03-30,9.548850970305306,9.789649467293819,145.0,923.0,1149.0,867.0,0.7187156129979273,0.23832243936417,0.23509120906728512
2022-03-31,7.888859700647798,10.130469065820092,190.0,861.0,1101.0,897.0,1.095303265927489,0.3684372628343905,0.17920019327712305
2022-04-01,6.478376983753207,8.969882014538918,65.0,925.0,1127.0,1054.0,0.7646350269253573,0.4221720172183917,0.12660195978146577
2022-04-02,8.85297914889198,9.076972923797523,191.0,905.0,1014.0,1014.0,1.1619689447938686,0.47870249787689634,0.1317473526748619
2022-04-03,9.04314019446759,9.50913665241849,153.0,885.0,1051.0,829.0,1.3149397285405393,0.2600849103398688,0.28985462124912337
2022-04-04,8.080284791110905,8.080284791110905,60.0,826.0,1072.0,929.0,1.2780252431446533,0.41331919318241905,0.2759202993423524
2022-04-05,9.083868719818245,9.288316662332713,95.0,977.0,1094.0,809.0,1.2608513309307816,0.2063713802528475,0.2814083920830044
2022-04-06,7.975182385457563,8.845792027986178,156.0,890.0,1009.0,944.0,0.6877224056922521,0.49613292151745936,0.2983065551654773
2022-04-07,8.090931317527977,9.309989408711658,60.0,839.0,1028.0,999.0,0.5883849469845187,0.11030783950574047,0.14166307800170358
2022-04-08,7.710164073434198,8.479048527277005,137.0,874.0,1055.0,836.0,1.1989488284873855,0.3414115226004484,0.17108786747281235
2022-04-09,6.10167650697638,11.56210912295958,102.0,883.0,1194.0,887.0,0.8683472137943513,0.3638023926605308,0.23384380598497334
2022-04-10,6.431565707973218,10.374369814216195,143.0,966.0,1066.0,919.0,0.9323462264033473,0.37521822282965156,0.19676050797212946
2022-04-11,6.125716742746937,10.71640927657796,57.0,947.0,1096.0,1076.0,0.5311490927933911,0.1481550315156356,0.1836779066756667
2022-04-12,8.545641645055122,11.156684954429354,181.0,954.0,1039.0,1039.0,0.7595764492750492,0.47541191338925215,0.1715622498671186
2022-04-13,7.257423924305307,9.993768795716228,196.0,802.0,1122.0,813.0,0.533676403874464,0.17247331162003313,0.21875612638869044
2022-04-14,8.034282764658812,8.347681152349695,195.0,883.0,1056.0,1028.0,1.3791857726012475,0.34910136129593644,0.2151186857280164
2022-04-15,9.630265895704373,10.148426167274192,162.0,896.0,1041.0,912.0,0.7433966832185305,0.18907043164923398,0.132291566812848
2022-04-16,6.9971689165955,10.347364472083516,70.0,804.0,1103.0,918.0,1.057337169573008,0.22288656680850838,0.19434796750368782
2022-04-17,7.641531692142519,10.98175789673732,164.0,852.0,1001.0,1001.0,0.5389793206611304,0.3185834166912498,0.21069435524196997
2022-04-18,9.022204554172195,9.726638184918718,54.0,952.0,1002.0,1002.0,1.166847391305658,0.26687736742583057,0.21405738774627808
2022-04-19,6.91519266196649,8.510321211182255,53.0,827.0,1044.0,1044.0,0.8230273457540939,0.16409024039060252,0.14202143858247035
2022-04-20,6.3079196393151715,9.135103623194897,99.0,907.0,1007.0,973.0,1.3979191869576657,0.1683745609683393,0.24845427845045734
2022-04-21,7.1590058116550725,9.45232918559454,123.0,843.0,1022.0,907.0,1.388118188934036,0.2672579152651199,0.10503981896421394
2022-04-22,6.644885149016018,10.583668965326405,166.0,802.0,1068.0,1036.0,0.8252906183617478,0.4029131913102003,0.17096637110863253
2022-04-23,9.718790609370291,10.283113218675648,152.0,848.0,1161.0,875.0,1.400960895690468,0.45918585873911544,0.2560425297071267
2022-04-24,9.232481518257668,9.424386903591385,117.0,995.0,1114.0,969.0,1.4961576734987787,0.13365106490375314,0.21277858421108048
2022-04-25,8.533615026041694,11.94606099517192,91.0,960.0,1103.0,908.0,1.325415664123948,0.25724156302376044,0.15223248650217205
2022-04-26,9.48584236075087,10.423099277427548,200.0,992.0,1059.0,997.0,1.344871347755229,0.14009822548915066,0.23899062386860953
2022-04-27,8.948907166943979,8.948907166943979,114.0,898.0,1186.0,872.0,0.7490087361090899,0.10663699225303916,0.21347818883121467
2022-04-28,6.746280235544143,8.407129890481615,118.0,822.0,1079.0,857.0,1.0767023988577562,0.36468747305758265,0.25924872189127746
2022-04-29,8.611436556737328,8.611436556737328,75.0,910.0,1017.0,1017.0,0.5672559139673679,0.34097977678663516,0.24700503723796466
2022-04-30,8.157368967662602,8.983830913538032,169.0,891.0,1123.0,831.0,0.5949179368216697,0.1652076455259545,0.22202158440724692
2022-05-01,8.642725493038222,8.642725493038222,154.0,969.0,1023.0,952.0,1.4988926120332906,0.19352513323722564,0.1976355350621628
2022-05-02,8.746268096205224,8.746268096205224,83.0,820.0,1069.0,866.0,0.8266392494259109,0.10948310145780736,0.12663642513350468
2022-05-03,7.2720138998874555,9.140380674775388,62.0,898.0,1101.0,812.0,1.2481839120488463,0.4339788822777615,0.15226660357707675
2022-05-04,6.440207698110707,8.693494381179018,152.0,830.0,1175.0,811.0,1.3066650530268165,0.48987623841942063,0.18381989458341705
2022-05-05,6.911740650167767,11.5870616985057,148.0,865.0,1099.0,853.0,1.3580232710072293,0.15418381471787634,0.21985985740127773
2022-05-06,7.708431154505025,8.32093498264657,91.0,947.0,1140.0,1060.0,1.4976282974021564,0.19259008550611925,0.20274157104306095
2022-05-07,9.272059063689973,10.098045558281019,193.0,895.0,1199.0,885.0,0.7414964852568678,0.44736380957877364,0.1576369051919059
2022-05-08,9.442922333025374,9.641587307958646,73.0,875.0,1026.0,1026.0,0.5403508268596997,0.47058551918247393,0.10129287155794212
2022-05-09,6.027808522124763,11.929514467634426,115.0,879.0,1055.0,974.0,0.911191517994586,0.2678509531227241,0.1992478443801628
2022-05-10,8.042989210310264,8.44815560867221,192.0,892.0,1079.0,931.0,0.630080669828947,0.12024898890762965,0.15712519771244862
2022-05-11,7.669644012595116,9.591422396182967,113.0,957.0,1084.0,974.0,0.5224258891620551,0.11575673347712777,0.246921660142107
2022-05-12,6.888431241882921,11.877881733101475,146.0,978.0,1082.0,955.0,0.8604268271414861,0.3295799464276042,0.1047892530540967
2022-05-13,6.479461469334732,11.46202850357592,110.0,991.0,1182.0,1028.0,1.2837382510752364,0.2571580435572716,0.21696556226115815
2022-05-14,7.350460685614512,11.26828828379712,91.0,957.0,1143.0,885.0,1.0661806912250709,0.11146097103106181,0.28829484750121304
2022-05-15,9.031611308179759,9.031611308179759,198.0,863.0,1122.0,906.0,0.812777989210354,0.3333009569250227,0.1348818534222999
2022-05-16,7.292811728083021,8.683550349560264,111.0,938.0,1062.0,1062.0,1.1543420054927198,0.10452101463560899,0.19432989815011908
2022-05-17,8.075162486973465,10.674572879697724,184.0,888.0,1165.0,1084.0,0.7320181803088107,0.4149487832597092,0.11828439836342763
2022-05-18,8.81207583558071,11.717503956510344,84.0,851.0,1191.0,1068.0,0.514381446072085,0.22257312908134863,0.22513638245227052
2022-05-19,7.454518409517176,10.22705157205572,82.0,968.0,1164.0,926.0,1.2643533864364274,0.11610320120369284,0.21010633611924512
2022-05-20,9.887128330883844,10.2864507578796,55.0,808.0,1000.0,1000.0,1.123743084864009,0.33534088839326137,0.18147310484256646
2022-05-21,9.119916374641136,9.119916374641136,148.0,980.0,1127.0,943.0,1.2623026245009599,0.2590737657732219,0.20427540429474822
2022-05-22,7.007129183301457,11.077971732767747,105.0,892.0,1010.0,949.0,0.5389380166876656,0.4895201653428598,0.27931493169380206
2022-05-23,7.988994023569542,8.748174994230094,180.0,927.0,1052.0,861.0,1.3371196278306523,0.3176794650014809,0.13925886046221342
2022-05-24,7.203513239267078,9.294716945616974,121.0,932.0,1012.0,977.0,1.1195262000363033,0.21009567241480331,0.10451290234106946
2022-05-25,7.1393619775098704,9.701745754465668,195.0,979.0,1121.0,856.0,1.0633953507126401,0.38377554585358997,0.27233297693982017
2022-05-26,6.147547789418131,10.03044151473782,78.0,927.0,1137.0,899.0,1.1246140481145317,0.20859680101708455,0.2154234164775813
2022-05-27,8.438257335919587,8.96963892966032,180.0,923.0,1023.0,1023.0,1.364433246868364,0.46169731656302604,0.27813169109236846
2022-05-28,8.010716092915446,8.459347298956814,166.0,813.0,1077.0,862.0,1.086936506558907,0.24988878820295057,0.2193890446826345
2022-05-29,6.205915004999957,10.44248016976653,166.0,904.0,1091.0,821.0,1.0809503798881792,0.31994742511048213,0.2620322179919405
2022-05-30,7.114585856946446,9.154522212961023,177.0,830.0,1074.0,821.0,1.4906791570657658,0.12022924152969156,0.1859346726710296
2022-05-31,9.633063543866616,10.324952885690449,164.0,947.0,1024.0,1024.0,1.256730167068568,0.2704484951808923,0.24997198625765374
2022-06-01,6.958247562667889,8.61745086109681,144.0,902.0,1084.0,952.0,0.9422938054511353,0.43294541586439805,0.2826082933779712
2022-06-02,6.579579488364892,9.92456040741927,70.0,936.0,1150.0,923.0,1.2073970000329277,0.4222595221453368,0.21442459274444126
2022-06-03,7.9578110411102525,10.130357730206343,55.0,808.0,1014.0,1014.0,0.8892304716917885,0.1897274235414105,0.1361570301124759
2022-06-04,8.207294147289709,8.207294147289709,188.0,817.0,1016.0,1016.0,0.728875462483499,0.1904316284042251,0.15375952300603962
2022-06-05,6.968221086046002,9.346417112775683,142.0,943.0,1071.0,900.0,1.0968518768877593,0.4269221248852947,0.13972891537948115
2022-06-06,8.537658707755897,8.537658707755897,169.0,814.0,1188.0,1008.0,1.4281820981139515,0.4721593680677302,0.14937140551914657
2022-06-07,8.25349988189107,8.25349988189107,122.0,814.0,1134.0,1031.0,1.4291395200154628,0.13814436850920142,0.16128308987020729
2022-06-08,6.950550175969599,11.959840929559782,68.0,802.0,1136.0,996.0,0.8419052781054903,0.28002345577049015,0.2110267573506377
2022-06-09,8.912865394447438,9.289415379898891,69.0,991.0,1072.0,845.0,1.027677466221695,0.2349817115856916,0.21759832589276656
2022-06-10,7.4711325308770125,11.239497783418539,153.0,948.0,1119.0,1063.0,0.7116358985698612,0.4482753821829758,0.18529994944837222
2022-06-11,8.529223322374317,9.018562619055055,115.0,871.0,1002.0,962.0,1.4956311094988834,0.1334099658720075,0.22308415596416709
2022-06-12,8.53411884304358,10.726010888895717,80.0,859.0,1127.0,885.0,1.4811179078679357,0.18445037702321498,0.11631498512227319
2022-06-13,8.143098736299034,11.040911439558746,124.0,870.0,1183.0,928.0,1.1495089297074474,0.4009873350345977,0.117557647411632
2022-06-14,6.361159080217633,10.382554962431378,60.0,955.0,1123.0,811.0,1.3044140596774734,0.12051753959248623,0.13436589207153168
2022-06-15,9.341209982356952,9.886304754200633,137.0,932.0,1175.0,838.0,1.2151001612837,0.2970141522857157,0.20361549960806896
2022-06-16,7.283120259886943,9.647363656589075,90.0,837.0,1145.0,1030.0,1.0931582190394682,0.276842813871888,0.1427989357396627
2022-06-17,6.746074041599417,9.39547306617198,170.0,835.0,1024.0,800.0,0.5533479969888977,0.23376047159549948,0.15665688069851547
2022-06-18,6.163100566219056,11.718116576991303,97.0,820.0,1180.0,925.0,0.9547643425526611,0.2578289261275695,0.18006256723459882
2022-06-19,8.363571772752968,11.322477631150917,118.0,932.0,1013.0,957.0,1.1747863021674105,0.3119762347720932,0.2623732248020759
2022-06-20,8.71025744736913,11.860107642666051,52.0,953.0,1107.0,816.0,1.1775316138836847,0.16454694335535325,0.10277242718257203
2022-06-21,6.066351315711424,8.497188893942178,61.0,853.0,1028.0,1028.0,0.8731226184223836,0.32879835131343715,0.2298757640473245
2022-06-22,8.048372233197124,10.923469900814577,109.0,804.0,1002.0,868.0,1.4416919866580304,0.4221729317199946,0.23377530620813705
2022-06-23,6.905983100791752,11.753361827284152,122.0,816.0,1084.0,891.0,0.667357032236781,0.4040643719160636,0.2597311560713273
2022-06-24,8.5806911616378,8.724932264662641,140.0,994.0,1059.0,891.0,1.0003594462155605,0.16155996187750948,0.28655058781206266
2022-06-25,6.697465716019966,8.26598506946711,94.0,859.0,1097.0,869.0,1.1908839765508228,0.15969978789658956,0.10402756978985797
2022-06-26,8.763750952409865,10.964482597160236,154.0,954.0,1115.0,800.0,1.1971358058918091,0.20726974709796533,0.13075674110264324
2022-06-27,7.54694138520215,10.297892452719648,179.0,925.0,1009.0,1009.0,1.1486389567688156,0.2444298905364149,0.27723425881119856
2022-06-28,9.746919954946938,11.367315107033088,167.0,876.0,1025.0,1025.0,0.7752882134518602,0.26338223256339305,0.19170371243740308
2022-06-29,6.550083776583973,8.559089506505158,56.0,841.0,1112.0,867.0,0.656206568686622,0.37187888673333813,0.2129181277866927
2022-06-30,7.364265404201034,11.181069247439561,122.0,824.0,1069.0,999.0,1.1359403268267108,0.12267217286633417,0.23260544074462947
2022-07-01,6.453894084962356,8.806509280190978,66.0,923.0,1146.0,1023.0,1.0993021161394378,0.11386908169042656,0.23581332089912746
2022-07-02,8.654623771462818,8.654623771462818,86.0,955.0,1130.0,1055.0,0.679356010289241,0.2567642251775636,0.28634808066330164
2022-07-03,8.65706319172397,8.65706319172397,198.0,929.0,1169.0,927.0,1.2051391455705633,0.37886547685519223,0.2993898834823339
2022-07-04,7.031766510860622,11.258298880925528,71.0,906.0,1138.0,891.0,0.9551719917336564,0.17737413718259304,0.24403149218618805
2022-07-05,8.639936184136715,10.6607888827848,125.0,808.0,1086.0,898.0,1.167760591603153,0.3566017925025007,0.15744424184103017
2022-07-06,9.268888800804863,10.092261699076477,143.0,994.0,1135.0,1014.0,1.3373670797701507,0.2039312551761198,0.2759504804588687
2022-07-07,8.22080324639785,9.43532193649401,155.0,960.0,1055.0,1045.0,0.6697284285769232,0.4544344435254065,0.10984418290815233
2022-07-08,8.118602313424025,11.508802163252433,134.0,859.0,1061.0,854.0,0.5191448679968367,0.45827597770664663,0.14621617057489925
2022-07-09,6.967409163601807,9.569780429690542,51.0,996.0,1158.0,911.0,1.2791025863957868,0.2189148817125306,0.279477143492743
2022-07-10,6.372411071223597,11.266397757886308,99.0,920.0,1089.0,1071.0,1.109697425152616,0.19199750158529622,0.151238302887871
2022-07-11,9.588863031813307,9.756539634280873,128.0,916.0,1160.0,1042.0,1.1996395696221218,0.2645215888264925,0.1441302119243497
2022-07-12,9.50777771769963,9.50777771769963,63.0,950.0,1164.0,1095.0,1.3381549749886426,0.1962126340720595,0.12762505862804946
2022-07-13,8.532405829093072,9.850719142678425,103.0,962.0,1172.0,1026.0,1.3028109348245005,0.36895353731668146,0.2718223515293833
2022-07-14,7.356119164194803,9.205511496656568,55.0,931.0,1183.0,918.0,1.4609201469288247,0.4304258738193142,0.20001165183821734
2022-07-15,7.396838298450644,10.990437520705004,62.0,826.0,1086.0,977.0,1.0359350788521182,0.3692368523644868,0.23497864061083096
2022-07-16,8.903822715480958,10.010881560369917,110.0,868.0,1064.0,998.0,0.9884956326599054,0.4297401788997398,0.14781327681500595
2022-07-17,8.928850780587268,8.928850780587268,70.0,986.0,1116.0,824.0,0.9018871998907301,0.2587968648829897,0.2516080842022433
2022-07-18,9.54834569706047,11.598298293098274,135.0,845.0,1074.0,963.0,0.6536910428442045,0.16252678828354433,0.2520011089924197
2022-07-19,9.119502183430495,9.535564885492846,153.0,874.0,1120.0,1013.0,1.0726072328820224,0.3951803789590369,0.16251960498166002
2022-07-20,8.56812658461715,10.174211444455954,170.0,886.0,1141.0,850.0,0.7770125243259788,0.24418980205662155,0.18213652660205656
2022-07-21,6.336559859980195,11.625888443858187,80.0,888.0,1138.0,1034.0,1.4213075122129755,0.36850833009165307,0.14193805548604016
2022-07-22,6.646514856378455,10.496951983655968,75.0,923.0,1075.0,975.0,1.0831908042770975,0.2082575767927063,0.29531220466458086
2022-07-23,8.467592162833457,8.467592162833457,66.0,989.0,1033.0,1033.0,1.09284018050811,0.13249185392266907,0.22912051541168232
2022-07-24,8.42571623863836,11.7593284944539,145.0,848.0,1086.0,813.0,0.85492466087701,0.4970327181951054,0.28690877614310306
2022-07-25,6.036788206466518,10.51083221228567,156.0,824.0,1029.0,880.0,0.5519893519777075,0.16248060317223972,0.16067710872582663
